Company Name,Aliases,Website,LinkedIn,Employees,Industry,City,State,Country,Region,Founded Year,Visa Sponsor,Number of Jobs,Description
Carbon Underwriting,,http://www.carbonuw.com,http://www.linkedin.com/company/carbon-underwriting,77,insurance,London,England,United Kingdom,,,Yes,4,"Carbon Underwriting Limited is an independent managing general underwriter (MGU) and Lloyd’s syndicate based in London, UK. Founded in 2018, Carbon operates as a class-agnostic MGU and focuses on delegated underwriting partnerships in the global property and casualty insurance sectors across Europe, Australia, and North America."
DCV Technologies Limited,,http://www.dcvtechnologies.co.uk,http://www.linkedin.com/company/dcvglobalrecruitment,77,staffing & recruiting,Hemel Hempstead,England,United Kingdom,,,Yes,4,"DCV Global Recruitment is a specialist recruitment consultancy based in Hemel Hempstead, United Kingdom, with a workforce of approximately 201-500 employees. The company provides permanent and contract recruitment services across the EMEA region and the United States, focusing on a consultative approach to meet client needs."
Major Players Limited,,http://www.majorplayers.co.uk,http://www.linkedin.com/company/major-players,76,staffing & recruiting,London,England,United Kingdom,,1993,Yes,1,"Major Players is a global talent agency based in the United Kingdom, specializing in marketing, digital, and creative recruitment. Founded in 1993, the company operates offices in London, Manchester, Amsterdam, and Berlin. It connects permanent, interim, and freelance talent with agencies and brands worldwide, focusing on diversity, equity, and inclusion within the industries it serves.

The agency offers a variety of tailored talent solutions, including permanent recruitment, access to freelance talent, flexible contingent hiring, and market intelligence services. Major Players also produces the UK’s largest census on careers, salaries, and workplace trends in the marketing and creative sectors, aiding clients in making informed decisions about talent acquisition.

As a certified B Corporation, Major Players is committed to social and environmental responsibility. The company invests in DE&I initiatives and collaborates with industry programs to promote fair pay and ethical practices. It serves a diverse range of clients, from startups to established brands, emphasizing quality service and positive client relationships."
Chattermill Analytics Limited,,http://www.chattermill.com,http://www.linkedin.com/company/chattermill,74,information technology & services,London,England,United Kingdom,,,Yes,1,"Chattermill is a London-based technology company founded in 2015 by Mikhail Dubov and Dmitry Isupov. The company specializes in Customer Experience Intelligence using advanced AI and deep learning. Its platform enables customer experience, support, product, and insights teams to analyze unstructured customer feedback from various channels, such as surveys, online reviews, and social media, to extract actionable insights that enhance customer retention and satisfaction."
Carepoint Services Limited,,http://www.carepointservices.co.uk,http://www.linkedin.com/company/carepointservices,72,hospital & health care,Beckenham,England,United Kingdom,,,Yes,2,Domiciliary Care Provider
CHARING GARDENS LTD,,http://www.charinghealthcare.co.uk,http://www.linkedin.com/company/charing-healthcare,72,hospital & health care,Gillingham,England,United Kingdom,,,Yes,5,
Cooper Parry,,http://www.pkfcooperparryrestructuring.com,http://www.linkedin.com/company/cooper-parry-restructuring,72,accounting,Derby,England,United Kingdom,,,Yes,4,"As a privately owned business ourselves, we understand the challenges you might be facing when striving to overcome financial crisis. Our team is here to ease the pressure... not only do we promise a complete commitment to helping ailing businesses to survive, we can absolutely guarantee straight talking advice from people that care."
Medicus Health Partners,,http://www.medicushealthpartners.co.uk,http://www.linkedin.com/company/medicus-health-partners,72,medical practice,London,England,United Kingdom,,2018,Yes,1,"Medicus Health Partners is the largest GP Partnership in Enfield, delivering services to over 92,000 patients from its 9 locations.  All locations work on the same systems and our patients can access health services, attend appointments and get help wherever they see the Medicus Logo. In January 2021 all 15 GP contracts merged and Medicus Health Partners is now fully integrated and operates as a single contract."
Gravity Sketch Limited,Gravity Sketch,http://www.gravitysketch.com,http://www.linkedin.com/company/gravitysketch,71,information technology & services,London,England,United Kingdom,,2014,Yes,1,"Gravity Sketch is a 3D design platform based in London, United Kingdom. It enables cross-disciplinary teams to create, collaborate, and review designs in a virtual environment, moving beyond traditional 2D methods. The platform enhances the design process with real-time feedback and immersive presentations, improving clarity and understanding of design intent.

The company provides an end-to-end 3D design solution that supports the entire design workflow, from early concepts to production hand-off. Accessible via virtual reality, desktop, tablet, and web applications, Gravity Sketch integrates seamlessly into various workflows. This flexibility allows teams to deliver creative outputs, foster collaboration, and reduce product time to market. The platform is tailored for enterprise creative teams in industries such as automotive, industrial design, and entertainment, focusing on advanced 3D design and collaboration capabilities.

Gravity Sketch is committed to diversity and inclusion, with initiatives like the ‘Women at GS’ group and recognition for its female leadership. The company emphasizes innovation and leadership diversity, contributing to a sustainable product development process."
Nu Quantum Ltd,,http://www.nu-quantum.com,http://www.linkedin.com/company/nu-quantum,67,information technology & services,Cambridge,England,United Kingdom,,2018,Yes,2,"Nu Quantum is a quantum technology company based in Cambridge, founded in 2018 as a spin-out from the University of Cambridge’s Cavendish Laboratory. The company focuses on developing quantum networking hardware and systems that facilitate the interconnection of Quantum Processing Units (QPUs) through its proprietary Quantum Networking Unit (QNU). This technology aims to create the Entanglement Fabric, a quantum networking infrastructure that allows for scalable, multi-core quantum computers.

The company offers a range of hardware solutions, including the QNU, photonic switching fabric, advanced control systems, and single-photon emitters and detectors. These components are essential for quantum communication and secure random number generation. Nu Quantum's technology supports applications in quantum computing scale-out, secure communications, and distributed quantum data centers. The company collaborates with various partners, including government agencies, telecommunications firms, and research institutions, to advance quantum networking solutions. With a diverse team of over 60 employees, Nu Quantum is committed to fostering innovation in the quantum technology space."
Modo Energy,,http://www.modoenergy.com,http://www.linkedin.com/company/modo-energy,66,renewables & environment,Birmingham,England,United Kingdom,,2019,Yes,1,"Modo Energy is a software-as-a-service (SaaS) company founded in 2019, based in Camden, London. It specializes in data analytics and decision-support tools for owners, operators, and investors in renewable energy, particularly focusing on grid-scale battery energy storage systems (BESS). The company operates in both the United Kingdom and the United States.

Modo Energy's platform offers a suite of integrated tools that assist users in navigating the energy market. Key services include performance benchmarking of battery storage assets, revenue and price forecasting, real-time data tailored for battery storage, and in-depth market research. The software is utilized by a diverse range of customers, including asset owners, investors, operators, and industry consultants, helping them optimize performance and make informed decisions.

Recognized as a trusted authority in the UK battery storage market, Modo Energy manages approximately 90% of Britain's grid-scale battery capacity. The company is certified as a B Corporation, reflecting its commitment to environmental and social impact, particularly in supporting the transition to net zero emissions."
art-K,,http://www.art-k.co.uk,http://www.linkedin.com/company/art-k-limited,60,education management,Ashtead,England,United Kingdom,,,Yes,18,"art-K Limited is a private company based in Ashtead, Surrey, UK, established in July 2016. It operates in the education and arts sectors, focusing on delivering art education through a franchise network. The company is recognized for its immersive art classes for children, running over 50 clubs across the UK and teaching more than 6,000 children weekly. Their goal is to expand this reach to 10,000 children per week."
BCL Legal Limited,BCL Legal,http://www.bcllegal.com,http://www.linkedin.com/company/bcl-legal,60,staffing & recruiting,Manchester,England,United Kingdom,,,Yes,3,"BCL Legal is the largest legal recruitment consultancy in the UK, established in 2003 and headquartered in London, with additional offices in Manchester. The company employs over 70 staff, including 45 specialist legal recruitment consultants, and has a strong presence across the country, offering deep insights into regional legal markets."
Bolton GP Federation,,http://www.boltongpfed.co.uk,http://www.linkedin.com/company/boltongpfed,58,hospital & health care,Bolton,England,United Kingdom,,,Yes,2,"Bolton GP Federation is a collective vehicle where Bolton's GP practices come together to deliver primary care, providing a place for collaboration, knowledge-sharing, and coordination. The Federation is a voice of the priorities, needs, and local intelligence of primary care in the wider healthcare system."
HOOK TECHNOLOGY LTD,Hook,http://www.hook.co,http://www.linkedin.com/company/hook-technology,58,information technology & services,London,England,United Kingdom,,2020,Yes,3,"Hook is an award-winning creative content agency that specializes in digital production and advertising campaigns. The agency focuses on creating high-quality, engaging content that drives growth for innovative brands. Their production-led approach combines artistic creativity with technical expertise to deliver impactful marketing solutions.

The services offered by Hook include digital advertising campaigns, creative content production across various media, experiential marketing, and the development of creative toolkits. They have collaborated with major brands like Google, Amazon, Indeed, and Mailchimp, providing innovative digital marketing solutions and strategic brand campaigns. Hook aims to engage audiences effectively through technology and creativity."
Damia Group Ltd,,http://www.damiagroup.com,http://www.linkedin.com/company/damia-group,56,information technology & services,Guildford,England,United Kingdom,,,Yes,5,"Damia Group is a UK-based private limited company with over 30 years of experience in talent solutions. It specializes in the Security Cleared sectors, including Defence, Government, Space, and Aerospace. The company provides staff augmentation, contingency, and Statement of Work (SOW) solutions, partnering with leading UK prime suppliers to deliver recruitment services across key government and defence frameworks."
Handle Recruitment,,http://www.handle.co.uk,http://www.linkedin.com/company/handle-recruitment,56,staffing & recruiting,London,England,United Kingdom,,1978,Yes,1,"Handle Recruitment is a UK-based recruitment agency founded in 1978, headquartered in London. The company specializes in staffing and talent solutions for the creative industries, including music, film, TV, entertainment, fashion, live events, sport, publishing, and creative services.

They offer a wide range of recruitment services, including permanent, temporary, and interim recruitment, as well as people consultancy and outsourced freelancer payroll and compliance. Their expertise covers various professional functions such as marketing, finance, HR, office support, sales, legal, event operations, and post-production. Handle Recruitment connects clients with exceptional talent by understanding their specific needs and market dynamics.

With a team of 70 to 200 staff members, Handle Recruitment fosters a collaborative work environment. The company is recognized for its positive workplace culture and offers benefits like private medical insurance, commission, bonuses, and team-building activities. Led by founder Stella Walker and Managing Director Peter Tafler, Handle Recruitment has built a strong reputation in the recruitment sector."
Bactobio Ltd,Bactobio,http://www.bacto.bio,http://www.linkedin.com/company/bactobio,55,research,London,England,United Kingdom,,,Yes,2,"Bactobio is a biotechnology company based in London, founded in 2020. The company specializes in cultivating the vast majority of microbes that have historically been unculturable in laboratory settings. Bactobio's mission is to harness this microbial diversity to develop sustainable solutions in healthcare, agriculture, and the chemical industries."
Jet2.com,,http://www.jet2.com,http://www.linkedin.com/company/jet2holidays-limited,53,"leisure, travel & tourism",Leeds,England,United Kingdom,,,Yes,1,"JET2HOLIDAYS LIMITED is a leisure, travel & tourism company based out of LOW FARE FINDER HOUSE LEEDS BRADFORD AIRPORT YEADON, LEEDS, United Kingdom."
British Society for Rheumatology,,http://www.rheumatology.org.uk,http://www.linkedin.com/company/british-society-for-rheumatology,52,hospital & health care,London,England,United Kingdom,,,Yes,1,"The British Society for Rheumatology (BSR) is the leading medical society in the UK focused on rheumatology and musculoskeletal care. It supports clinicians, researchers, and healthcare providers in delivering high-quality care to individuals affected by rheumatic and musculoskeletal diseases. BSR's mission is to enhance rheumatology care through collaboration, education, research, and policy advocacy."
Edume Limited,eduMe,http://www.edume.com,http://www.linkedin.com/company/edume,52,information technology & services,London,England,United Kingdom,,,Yes,1,"eduMe is a cloud-based learning management system (LMS) that focuses on providing AI-powered training specifically for frontline workers. Founded in 2016 and headquartered in London, the company aims to deliver fast, accessible, and personalized training that integrates smoothly into the daily workflow of its users. With over 32 million users globally and $26 million in funding, eduMe is dedicated to enhancing workplace success through mobile-first, bite-sized training."
Aico Software Limited,Aico,http://www.aico.ai,http://www.linkedin.com/company/aicoai,51,information technology & services,Warwick,England,United Kingdom,,,Yes,1,"Aico is an AI-powered financial close automation company based in Espoo, Finland, founded in 2008. With a team of 11-50 employees, Aico specializes in providing an intelligent platform designed for midsize and large enterprises. Their solution streamlines record-to-report (R2R) accounting processes, including account reconciliation, close task management, and journal entries."
Humaans Software UK Limited,Humaans,http://www.humaans.io,http://www.linkedin.com/company/humaans,51,information technology & services,London,England,United Kingdom,,2020,Yes,2,"Humaans is a London-based HR technology company founded in 2020. It offers an AI-powered human resources information system (HRIS) designed to simplify and automate employee management for mid-market and enterprise companies worldwide. The platform serves as a centralized hub for employee data, enabling collaboration among People Ops, Finance, and IT teams while integrating various workforce management solutions.

The Humaans platform automates the entire employment lifecycle, including onboarding, offboarding, performance management, and compensation reviews. It features a centralized employee database, workflow automation tools, an AI companion for HR-related inquiries, and real-time analytics for data-driven decision-making. Humaans focuses on delivering a user-friendly experience and deep workforce insights, making it an ideal choice for organizations looking to modernize their HR processes. The company is backed by significant funding and is expanding its capabilities to meet the needs of larger markets."
Central Surgery,,http://www.centralcarolinasurgery.com,http://www.linkedin.com/company/centralcarolinasurgery,46,hospital & health care,Rugby,England,United Kingdom,,,Yes,1,"Central Carolina Surgery is a Physician practice located at 1002 N Church St #302, Greensboro, North Carolina, United States."
Companies House,,http://www.company-information.service.gov.uk,http://www.linkedin.com/company/plastic-recycling-limited,43,plastics,Cardiff,Wales,United Kingdom,,,Yes,4,"Plastic Recycling LTD is a global supplier specializing in recycled materials. The company trades in ferrous and nonferrous scrap metals, plastic scrap, and waste paper. It is recognized for its commitment to quality and integrity in the recycling industry."
KeyNest Services Limited,KeyNest,http://www.keynest.com,http://www.linkedin.com/company/keynest,41,real estate,London,England,United Kingdom,,2015,Yes,2,"KeyNest is a key management company founded in 2016 by Marc and Florian, two Airbnb hosts. The company aims to simplify and secure key exchange and storage for property managers, Airbnb hosts, estate agents, and other clients across multiple countries. KeyNest operates a network of over 34,000 partner locations, known as KeyNest Points, throughout the UK and Europe. These locations include newsagents, cafés, taxi offices, and automated lockers, providing flexible and convenient access to keys.

KeyNest offers two main services: KeyNest Points, which securely hold keys for short-term rental hosts and property managers, and KeyNest Cloud, a smart key tracking system designed for estate agents and property managers. The cloud-based platform provides a centralized dashboard for real-time tracking of keys, enhancing accountability and organization. KeyNest integrates with leading Property Management Software and is the official Host Assist partner of Airbnb in the UK, allowing seamless key management for users. The company is recognized in the property and short-term rental industry and has received several awards for its innovative solutions."
DOORFEED LTD,,http://www.doorfeed.com,http://www.linkedin.com/company/doorfeed,39,real estate,London,England,United Kingdom,,,Yes,1,"DoorFeed is a private limited company based in London, England, established in July 2021. It operates in the residential real estate sector, offering technology-driven solutions specifically designed for real estate investment professionals and tier-1 investors."
CHECKPOINT GG LTD/ trading as GEEIQ,GEEIQ,http://www.geeiq.com,http://www.linkedin.com/company/getgeeiq,38,information technology & services,London,England,United Kingdom,,,Yes,1,"GEEIQ is a London-based data platform and insights provider that specializes in virtual worlds and gaming marketing. The company assists brands, including notable names like H&M, L'Oreal, and Elton John, in developing data-driven strategies to engage virtual communities and expand their audiences. GEEIQ's marketing intelligence platform aggregates and analyzes data from popular gaming environments such as Roblox, ZEPETO, Minecraft, and Fortnite, enabling clients to benchmark their virtual activations and gain insights into audience demographics."
Dentalcare Group,,http://www.dentalcaregroup.net,http://www.linkedin.com/company/the-dental-care-group,38,medical practice,Hook,England,United Kingdom,,1972,Yes,17,"The Dental Care Group, with offices in Aventura and Pembroke Pines, is a multi-specialty dental practice providing patient-focused preventive and cosmetic care. The Dental Care Group utilizes the latest and most innovative technology and research available in order to give patients the most effective and efficient comprehensive dental care in a comfortable and friendly environment. Services include general preventive dental care, cosmetic dentistry including veneers, Invisalign® and Invisalign Teen®, AcceleDent™, Lumibrite™ and Opalescence® whitening and endodontic treatment, oral and maxillofacial surgery, oral DNA testing, periodontics and sedation dentistry.  Through constant continuing education for doctors and staff and a 30-year tradition of dental excellence, The Dental Care Group provides the highest quality, most compassionate dental care in South Florida with convenient hours including Saturday appointments. To make an appointment, patients can call (305) 935-2797 for the Aventura office, (954) 430-2300 for the Pembroke Pines office, or request an appointment online at www.dentalcaregroup.net."
N Consulting Ltd,,http://www.n-cons.co.uk,http://www.linkedin.com/company/n-cons,37,information technology & services,London,England,United Kingdom,,2012,Yes,9,"N Consulting Global, founded in 2012 and based in the UK, specializes in digital services, consulting, and IT solutions. The company operates in over 50 countries, focusing on digital transformation, data analytics, cloud services, security, and software development.

The firm offers a wide range of services, including digital transformation consulting to help enterprises enhance performance and customer experience. It provides technology and IT services across various industries, with expertise in cloud transformation, big data analytics, and machine learning. Additionally, N Consulting Global delivers software development and quality assurance services, focusing on test strategy and defect management to align with clients' business goals.

With 13 subsidiaries worldwide and a network of alliances, N Consulting Global emphasizes continuous learning and innovation. The company is committed to creating value and sustainable communities while ensuring fairness for all stakeholders involved."
Stonegate Pub,"Stonegate Pub Company Ltd, Stonegate Pub",http://www.stonegatellc.com,http://www.linkedin.com/company/stonegategroup,34,hospitality,Luton,England,United Kingdom,,2010,Yes,80,"Stonegate Group is a private investment banking firm based in Deerfield, Illinois. Founded in 1984, the firm boasts over 90 years of combined experience among its professionals. It specializes in providing financial advisory and investment banking services to middle market companies with revenues between $10 million and $100 million. Their offerings include company sales, financing for purchases or restructuring, and workout assignments for troubled companies. The team consists of former executives with extensive operational and financial expertise, focusing on delivering tailored solutions that align with each client's strategic goals.

Another Stonegate Group operates as the largest pub company in the UK, managing approximately 4,500 to 4,800 pubs. Established in 2010, it has grown significantly through acquisitions, including a merger with Ei Group in 2020. The company operates a diverse portfolio of pubs, bars, and nightclubs, featuring well-known brands like Slug & Lettuce and Walkabout. Their business model includes managed, leased, and tenanted pubs, catering to the general public and hospitality consumers while emphasizing great guest experiences."
ICS.AI Limited,,http://www.ics.ai,http://www.linkedin.com/company/ics-ai-ltd,32,information technology & services,Basingstoke,England,United Kingdom,,1994,Yes,1,"ICS AI Ltd is a UK-based private limited company founded in May 2018 and headquartered in Basingstoke, Hampshire. The company is recognized as one of the fastest-growing AI firms in the UK, specializing in AI transformation for the public sector, including local government, education, health, central government, and housing.

The core offering of ICS AI Ltd is its proprietary SMART: technology platform, which utilizes generative AI to improve efficiency, accessibility, and personalization in public services. The company provides bespoke AI transformation consulting and implementation, helping organizations adopt AI solutions at a pace that suits their needs. Their SMART: Copilot platform is designed to address the specific requirements of various public sector domains, promoting smarter governance and service delivery.

ICS AI Ltd is committed to ethical AI development and is a founding member of the Microsoft AI Inner Circle Partner program. The team is dedicated to leveraging AI for positive societal impact, aligning with their mission of transforming lives through AI. Their innovative solutions have earned multiple awards, highlighting their influence in AI-driven public sector transformation."
Gazelle Global Consulting Ltd,,http://www.gazellegc.com,http://www.linkedin.com/company/gazelle-global-consulting,31,staffing & recruiting,London,England,United Kingdom,,2011,Yes,4,"Gazelle Global is a global niche recruitment and market research operations company, founded in 1993 and co-founded in 2011 by Leslie Owusu. The company focuses on inclusive hiring and sustainability, providing high-quality services to clients worldwide. Headquartered in New York, Gazelle Global is a certified women’s business enterprise and adheres to international marketing and social research standards.

The company offers a comprehensive suite of services in recruitment and market research. Its recruitment services specialize in niche hiring and employee retention strategies across sectors like consultancy, banking, and financial services. In market research, Gazelle Global excels in data collection, online survey programming, and data processing, utilizing various methodologies to ensure high-quality results. The brand *GoSample!* is used for its data collection platform, which supports diverse research needs. Gazelle Global is committed to a people-first culture, fostering excellence and making a positive impact through its business practices."
eBay,,http://www.ebay.co.uk,http://www.linkedin.com/company/ebay-uk-limited,29,information technology & services,London,England,United Kingdom,,1999,Yes,12,"Buy and sell electronics, cars, fashion apparel, collectibles, sporting goods, digital cameras, baby items, coupons, and everything else on eBay, the world's online marketplace"
GPS Healthcare,,http://www.gpshealthcare.co.uk,http://www.linkedin.com/company/gps-healthcarenhs,29,hospital & health care,Solihull,England,United Kingdom,,,Yes,1,"GPS Healthcare Primary Care Network (PCN) is a supportive, innovative and dynamic at scale provider working across 8 sites in the Solihull locality, with a population of 40,000 patients.

We are continually seeking new ways to support and improve local healthcare services for our patient population with training and development being at the heart of what we do, to benefit both our team and our patient population."
Altana Wealth Ltd,,http://www.altanawealth.com,http://www.linkedin.com/company/altana-wealth,28,financial services,London,England,United Kingdom,,,Yes,1,"Altana Wealth is a specialist fund manager established in 2010 by Lee Robinson, operating in the UK and Monaco. The company focuses on generating alpha through innovative investment strategies that have low correlation to broader public markets. Altana emphasizes alignment of interests by making significant co-investments alongside its investors."
Archangel Lightworks Ltd,Archangel Lightworks,http://www.archangel.works,http://www.linkedin.com/company/archangellightworks,28,aviation & aerospace,Oxford,England,United Kingdom,,,Yes,1,"Archangel Lightworks is a UK-based aerospace and defense company founded in 2017 and headquartered in London. The company specializes in deployable laser communication systems that connect space networks with terrestrial networks. Their core product, the TERRA-M, is a compact optical ground station designed to provide secure, high-bandwidth laser communication links. This innovative solution significantly reduces the size, weight, power, and cost compared to traditional optical ground equipment."
HSPG,,http://www.hspgcpas.com,http://www.linkedin.com/company/hspg-and-associates,28,financial services,London,England,United Kingdom,,,Yes,2,"HSPG & Associates is a certified public accounting firm dedicated to providing quality tax, accounting, auditing, internal control consulting, and contract CFO services to our clients. We serve businesses and individuals of all sizes in both the public and private sectors."
Cubic Transportation Systems Limited,,http://www.cubic.com,http://www.linkedin.com/company/cubic,27,information technology & services,Redhill,England,United Kingdom,,,Yes,51,"Cubic Corporation is a multinational company based in San Diego, California, specializing in defense and public transportation equipment. Founded in 1949, it operates through two main segments: Cubic Transportation Systems (CTS) and Cubic Mission and Performance Solutions (CMPS). With a workforce of approximately 6,200 employees, Cubic has a rich history of innovation, including contributions to space program tracking systems and advanced fare collection technologies."
"Loma Systems, a division of ITW Limited",,http://www.loma.com,http://www.linkedin.com/company/loma-systems,26,machinery,Farnborough,England,United Kingdom,,1969,Yes,7,"Loma Systems is a global manufacturer of inspection equipment focused on detecting contaminants and product defects in the food, pharmaceutical, and packaging industries. Established in 1969 in the UK, the company operates worldwide with locations in Europe, the Americas, and Asia, supported by a network of OEM and distributor partners in over 100 countries.

The company offers a range of products, including metal detectors, X-ray inspection systems, checkweighers, and combination inspection systems. These technologies are designed to identify various contaminants, ensuring product safety and compliance with quality standards. Loma Systems emphasizes durability and user-friendliness in its designs, with a philosophy of ""Designed to Survive®."" Their latest innovation, the IQ4 series metal detection technology, showcases high sensitivity and operational efficiency.

Loma Systems serves a diverse customer base, including food manufacturers, pharmaceutical companies, and packaging producers. The company collaborates closely with manufacturers and retailers to enhance inspection technologies, reflecting its commitment to industry expertise and customer-driven innovation. Loma has been part of the ITW Corporation since 2007, which has further supported its growth and global presence."
Crover Ltd,,http://www.crover.tech,http://www.linkedin.com/company/crover,23,mechanical or industrial engineering,Edinburgh,Scotland,United Kingdom,,,Yes,2,"Crover Ltd is a technology company focused on robotic grain storage management. It has developed the CROVER, the world's first robotic device that autonomously navigates through bulk granular materials like cereal grains stored in silos. This innovative ""grain-swimming"" technology allows the robot to monitor conditions in real time, measuring parameters such as temperature, moisture, and CO₂ levels."
Mistev Export Health Certification Limited,,http://www.mistevehc.co.uk,http://www.linkedin.com/company/mistev-limited,23,veterinary,Edinburgh,Scotland,United Kingdom,,2013,Yes,1,"We are a close-knit team of UK-based Official Veterinarians, passionate about Food Safety and Security, Public Health and Animal Welfare.
We are dedicated to assisting Food Business Operators across Scotland, Wales & England, export and import Products of Animal Origin (POAO) for human and non-human consumption.
Our insightful and experienced Official Veterinarians are available 24/7, 7 days a week, to provide a comprehensive service (from advisory to auditing to product inspection to certification) that will ensure your product meets all legislative requirements for export and/or import.
Whether you are a novice manufacturer or trader new to the world of POAO exports or new to a specific market – or an experienced exporter – or an importer adapting to the Border Targeted Operating Model - looking for professional excellence at an affordable rate, we are ready and prepared to be of support and service.
Get in touch today: info@mistevhc.co.uk"
Diligent Boardbooks Limited,,http://www.diligent.com,http://www.linkedin.com/company/diligent-board-member-services,22,information technology & services,London,England,United Kingdom,,,Yes,18,"Diligent Corporation is a prominent software-as-a-service (SaaS) company that specializes in governance, risk, and compliance (GRC) solutions. Founded in 1994 and headquartered in New York City, Diligent has expanded its presence with offices in multiple countries, including Ireland, the UK, Germany, and Australia. The company serves over 1 million users and more than 700,000 board directors across 25,000 organizations, including a significant portion of the Fortune 1000."
ITS Digital Ltd,,http://www.itsdigital.co.uk,http://www.linkedin.com/company/its-digital-limited,22,information technology & services,Hertford,England,United Kingdom,,2002,Yes,2,"ITS DIGITAL LIMITED is an information technology and services company serving homes users, business large and small and over 12,000 users in the NHS in Herts & Beds."
East Coast Community Healthcare CIC,,http://www.ecch.org,http://www.linkedin.com/company/east-coast-community-healthcare-c.i.c.,20,hospital & health care,Lowestoft,England,United Kingdom,,2011,Yes,1,EAST COAST COMMUNITY HEALTHCARE C.I.C. is a staff owned social enterprise which provides NHS community and public health services across Norfolk and Waveney.
Larwood Health Partnership,,http://www.larwoodhealthpartnership.co.uk,http://www.linkedin.com/company/larwood-health-partnership,20,medical practice,Worksop,England,United Kingdom,,,Yes,1,
Bulkhaul Limited,Bulkhaul,http://www.bulkhaul.com,http://www.linkedin.com/company/bulkhaul-usa-inc,19,transportation/trucking/railroad,Middlesbrough,England,United Kingdom,,,Yes,1,International Tank Container Operator.
Novus Altair Limited,,http://www.novusaltair.co.uk,http://www.linkedin.com/company/novus-altair-limited,17,security & investigations,Barking,England,United Kingdom,,2010,Yes,1,"Novus Altair is a provider of manned guarding security services all across the UK. We always make sure that the manpower we supply and the services we provide are the best outcome for your money.
Novus Altair has also achieved Health and Safety Accreditations with the Safe Contractor and Construction line.
We follow the British quality standards of BS 7499 for Security Guarding,  BS 8507 for Close Protection, BS 7960 for Door Supervision,
BS 7984-1:2016 for Key Holding and BS7858 for Screening/Vetting of full-time staff.
The company operates from its Head office in London where marketing, sales, recruitment, and security screening are controlled,  and quality systems are administered.
All personnel are security screened and licensed to SIA regulations for the provision of manned guarding services.
All personnel are highly trained in their duties; staff training regimes conform to the current (and future) requirements of controlling enforcement authorities."
Dune Advisors Limited,,http://www.duneadvisors.com,http://www.linkedin.com/company/dune-advisors,16,management consulting,London,England,United Kingdom,,,Yes,1,"Dune Advisors is a boutique management consulting firm based in London, United Kingdom, established in January 2015. The company specializes in Business Transformation, Strategy, and Mergers & Acquisitions services, acting as a strategic advisor for organizations undergoing significant changes or pursuing growth through acquisitions."
Alexander Edward James Consulting Limited,,http://www.aejconsulting.com,http://www.linkedin.com/company/alexander-edward-james-consulting-limited,15,management consulting,London,England,United Kingdom,,,Yes,2,"AEJ Consulting Ltd is a private limited company based in Christchurch, Dorset, UK, established in March 2009. Operating as a micro-sized business with fewer than 10 employees, it focuses on providing tailored guidance and strategic solutions to its clients."
Digital Skills,"Digital Skills ltd, Digital Skills",http://www.digitalskills.com,http://www.linkedin.com/company/digital-skills-ltd,15,management consulting,,England,United Kingdom,,2015,No,2,"Digital Skills Ltd is a digital consultancy firm based in Maidenhead, Berkshire, UK, founded in 2015. The company specializes in providing digital solutions to both public and private sector clients, helping them leverage technology for growth and innovation. Their mission is to partner with clients to define digital objectives and enhance their capabilities through tailored consultancy and skill development.

The firm offers a range of services, including digital consultancy and transformation, digital commerce solutions, content management system integration, digital marketing expertise, and user experience design. They work closely with government departments and organizations to implement effective digital transformation projects, ensuring timely delivery and budget adherence. Led by Managing Director Mike Cheeseman and Director Darren Wilson, Digital Skills Ltd serves a diverse clientele, including SMEs and large corporations, with a focus on delivering customized strategies and integrated support for complex digital initiatives."
Frasers Hospitality UK,"Frasers Hospitality UK Limited, Frasers Hospitality UK",http://www.frasersproperty.com,http://www.linkedin.com/company/frasershospitality,15,hospitality,London,England,United Kingdom,,1998,Yes,11,"Frasers Hospitality is a Singapore-based hospitality operator founded in 1998, specializing in serviced apartments, hotel residences, and boutique lifestyle hotels. The company operates globally, with a presence in Asia, Australia, Europe, the Middle East, and Africa, primarily catering to business travelers and long-stay guests.

As a strategic business unit of Frasers Property Limited, Frasers Hospitality features five distinct brands: Fraser Suites, Fraser Residence, Fraser Place, Capri by Fraser, and Modena by Fraser. Its portfolio includes fully furnished serviced apartments equipped with hotel-like services, ideal for extended stays, as well as boutique hotels like Malmaison and Hotel du Vin in the UK. The company emphasizes wellness with amenities such as relaxation spaces and fitness areas, alongside digital engagement strategies to enhance customer experience.

Frasers Hospitality targets business travelers, expatriates, and long-stay guests, providing comfortable accommodations in key business and lifestyle hubs. With over 1,600 employees and a strong operational footprint, the company has received multiple awards for its service excellence in the hospitality sector."
